User ID;Subscription Type;Monthly Revenue;Join Date;Last Payment Date;Country;Age;Gender;Device;Plan Duration
1875;Basic;14;29/08/2022;06/07/2023;Germany;51;Male;Smart TV;10 Months
1876;Basic;11;04/09/2022;09/07/2023;France;29;Male;Tablet;10 Months
1877;Premium;11;13/09/2022;07/07/2023;Brazil;50;Female;Smartphone;10 Months
1878;Standard;12;14/09/2022;08/07/2023;Mexico;39;Female;Tablet;10 Months
1879;Standard;10;17/09/2022;06/07/2023;Spain;27;Female;Smart TV;10 Months
1880;Basic;15;18/09/2022;10/07/2023;Italy;29;Male;Smart TV;10 Months
1881;Premium;15;23/09/2022;07/07/2023;Spain;28;Male;Tablet;10 Months
1882;Standard;11;27/09/2022;08/07/2023;Spain;46;Male;Smartphone;9 Months
1883;Basic;14;04/10/2022;08/07/2023;United States;50;Female;Tablet;9 Months
1884;Standard;12;09/10/2022;11/07/2023;Canada;33;Female;Tablet;9 Months
1885;Premium;14;10/10/2022;07/07/2023;United States;32;Female;Tablet;9 Months
1886;Basic;12;11/10/2022;08/07/2023;United States;38;Male;Smart TV;9 Months
1887;Premium;13;13/10/2022;09/07/2023;Canada;49;Male;Smart TV;9 Months
1888;Standard;12;15/10/2022;10/07/2023;United Kingdom;50;Male;Laptop;9 Months
1889;Basic;13;20/10/2022;07/07/2023;Australia;37;Female;Laptop;9 Months
1890;Standard;15;21/10/2022;08/07/2023;Germany;33;Female;Laptop;9 Months
1891;Premium;11;23/10/2022;09/07/2023;France;33;Female;Tablet;9 Months
1892;Basic;15;25/10/2022;09/07/2023;Brazil;46;Male;Smartphone;9 Months
1893;Standard;10;27/10/2022;07/07/2023;Mexico;28;Male;Smartphone;8 Months
1894;Premium;11;30/10/2022;08/07/2023;Spain;33;Male;Tablet;8 Months
1895;Basic;15;01/11/2022;09/07/2023;Italy;45;Male;Laptop;8 Months
1896;Premium;14;02/11/2022;09/07/2023;Spain;43;Male;Laptop;8 Months
1897;Basic;11;04/11/2022;06/07/2023;Spain;49;Female;Smartphone;8 Months
1898;Standard;13;06/11/2022;07/07/2023;United States;41;Female;Tablet;8 Months
1899;Standard;14;07/11/2022;09/07/2023;Canada;39;Female;Smartphone;8 Months
1900;Basic;14;06/11/2022;08/07/2023;United States;45;Female;Smartphone;8 Months
1901;Premium;15;07/11/2022;06/07/2023;United States;38;Male;Tablet;8 Months
1902;Basic;15;07/11/2022;10/07/2023;Canada;30;Male;Smart TV;8 Months
1903;Standard;12;03/11/2022;08/07/2023;United Kingdom;27;Female;Smart TV;8 Months
1904;Premium;15;03/11/2022;08/07/2023;Australia;36;Female;Smartphone;8 Months
1905;Basic;15;31/10/2022;06/07/2023;Germany;36;Female;Tablet;8 Months
1906;Premium;11;28/10/2022;09/07/2023;France;28;Male;Tablet;8 Months
1907;Basic;10;28/09/2022;09/07/2023;Brazil;45;Female;Smartphone;9 Months
1908;Standard;15;19/09/2022;09/07/2023;Mexico;41;Male;Smartphone;10 Months
1909;Standard;12;16/09/2022;08/07/2023;Spain;29;Male;Smart TV;10 Months
1910;Basic;15;17/09/2022;08/07/2023;Italy;35;Male;Smartphone;10 Months
1911;Premium;12;17/09/2022;08/07/2023;Spain;36;Female;Smart TV;10 Months
1912;Basic;11;15/09/2022;09/07/2023;Spain;41;Male;Laptop;10 Months
1913;Standard;11;14/09/2022;08/07/2023;United States;46;Male;Tablet;10 Months
1914;Premium;11;14/09/2022;08/07/2023;Canada;46;Female;Tablet;10 Months
1915;Basic;10;13/09/2022;08/07/2023;United States;42;Male;Smartphone;10 Months
1916;Premium;13;13/08/2022;08/07/2023;United States;40;Male;Tablet;11 Months
1917;Basic;14;12/08/2022;08/07/2023;Canada;32;Female;Tablet;11 Months
1918;Standard;11;07/08/2022;10/07/2023;United Kingdom;34;Female;Smartphone;11 Months
1919;Standard;11;07/08/2022;09/07/2023;Australia;27;Female;Smart TV;11 Months
1920;Basic;11;04/08/2022;08/07/2023;Germany;38;Male;Laptop;11 Months
1921;Premium;14;24/07/2022;08/07/2023;France;34;Female;Laptop;12 Months
1922;Basic;13;18/07/2022;10/07/2023;Brazil;28;Male;Tablet;12 Months
1923;Standard;12;17/07/2022;08/07/2023;Mexico;48;Male;Smartphone;12 Months
1924;Premium;13;17/07/2022;09/07/2023;Spain;42;Female;Laptop;12 Months
1925;Basic;10;14/07/2022;08/07/2023;Italy;37;Female;Smart TV;12 Months
1926;Premium;11;06/07/2022;10/07/2023;Spain;28;Female;Tablet;12 Months
1927;Basic;13;07/07/2022;08/07/2023;Spain;43;Female;Smart TV;12 Months
1928;Standard;10;07/07/2022;11/07/2023;United States;44;Female;Smart TV;12 Months
1929;Standard;12;08/07/2022;07/07/2023;Canada;33;Female;Smartphone;12 Months
1930;Basic;13;07/07/2022;09/07/2023;United States;36;Male;Smart TV;12 Months
1931;Premium;14;08/07/2022;07/07/2023;United States;27;Male;Tablet;12 Months
1932;Basic;11;09/07/2022;11/07/2023;Canada;41;Male;Tablet;12 Months
1933;Standard;14;09/07/2022;07/07/2023;United Kingdom;32;Male;Smart TV;12 Months
1934;Premium;12;09/07/2022;08/07/2023;Australia;36;Female;Laptop;12 Months
1935;Basic;12;12/07/2022;07/07/2023;Germany;36;Female;Tablet;12 Months
1936;Premium;13;15/07/2022;10/07/2023;France;36;Male;Laptop;12 Months
1937;Basic;14;16/07/2022;07/07/2023;Brazil;32;Male;Smart TV;12 Months
1938;Standard;10;18/07/2022;08/07/2023;Mexico;45;Female;Smartphone;12 Months
1939;Standard;11;13/08/2022;09/07/2023;Spain;43;Female;Tablet;11 Months
1940;Basic;10;14/08/2022;10/07/2023;Italy;35;Male;Tablet;11 Months
1941;Premium;13;16/08/2022;07/07/2023;Spain;29;Female;Smart TV;11 Months
1942;Basic;14;17/08/2022;08/07/2023;Spain;33;Female;Smart TV;11 Months
1943;Standard;14;25/08/2022;08/07/2023;United States;49;Male;Smart TV;11 Months
1944;Premium;15;28/08/2022;09/07/2023;Canada;27;Male;Tablet;11 Months
1945;Basic;14;29/08/2022;07/07/2023;United States;39;Female;Smart TV;10 Months
1946;Basic;10;11/09/2022;10/07/2023;United States;34;Female;Smart TV;10 Months
1947;Basic;12;12/09/2022;08/07/2023;Canada;39;Male;Smartphone;10 Months
1948;Standard;11;16/09/2022;09/07/2023;United Kingdom;39;Female;Laptop;10 Months
1949;Premium;15;17/09/2022;09/07/2023;Australia;39;Female;Smart TV;10 Months
1950;Basic;10;21/09/2022;10/07/2023;Germany;40;Female;Laptop;10 Months
1951;Basic;15;23/09/2022;08/07/2023;France;40;Male;Tablet;10 Months
1952;Premium;14;27/09/2022;08/07/2023;Brazil;31;Male;Smartphone;9 Months
1953;Standard;12;09/10/2022;09/07/2023;Mexico;47;Male;Smartphone;9 Months
1954;Standard;11;10/10/2022;11/07/2023;Spain;43;Male;Laptop;9 Months
1955;Basic;13;11/10/2022;08/07/2023;Italy;34;Male;Smartphone;9 Months
1956;Premium;12;12/10/2022;08/07/2023;Spain;30;Female;Tablet;9 Months
1957;Standard;15;13/10/2022;09/07/2023;Spain;33;Female;Smartphone;9 Months
1958;Basic;12;19/10/2022;10/07/2023;United States;29;Male;Tablet;9 Months
1959;Standard;14;21/10/2022;07/07/2023;Canada;35;Female;Smartphone;9 Months
1960;Premium;13;23/10/2022;08/07/2023;United States;41;Female;Laptop;9 Months
1961;Basic;14;24/10/2022;10/07/2023;United States;34;Female;Smartphone;9 Months
1962;Premium;12;26/10/2022;09/07/2023;Canada;28;Female;Tablet;9 Months
1963;Standard;15;27/10/2022;07/07/2023;United Kingdom;31;Male;Smart TV;8 Months
1964;Basic;15;01/11/2022;08/07/2023;Australia;29;Male;Smart TV;8 Months
1965;Standard;12;02/11/2022;09/07/2023;Germany;44;Female;Tablet;8 Months
1966;Premium;10;04/11/2022;09/07/2023;France;44;Female;Tablet;8 Months
1967;Basic;13;05/11/2022;06/07/2023;Brazil;29;Male;Laptop;8 Months
1968;Standard;12;06/11/2022;09/07/2023;Mexico;32;Female;Tablet;8 Months
1969;Premium;11;07/11/2022;09/07/2023;Spain;31;Male;Smartphone;8 Months
1970;Basic;14;08/11/2022;08/07/2023;Italy;27;Male;Laptop;8 Months
1971;Premium;13;08/11/2022;06/07/2023;Spain;43;Female;Laptop;8 Months
1972;Basic;14;09/11/2022;10/07/2023;Spain;48;Male;Tablet;8 Months
1973;Standard;15;09/11/2022;09/07/2023;United States;37;Female;Tablet;8 Months
1974;Standard;11;05/11/2022;08/07/2023;Canada;42;Male;Smartphone;8 Months
1975;Basic;11;04/11/2022;07/07/2023;United States;40;Male;Tablet;8 Months
1976;Premium;13;19/10/2022;09/07/2023;United States;37;Female;Tablet;9 Months
1977;Basic;12;12/10/2022;09/07/2023;Canada;31;Male;Smartphone;9 Months
1978;Standard;11;03/10/2022;09/07/2023;United Kingdom;30;Male;Smart TV;9 Months
1979;Premium;15;28/09/2022;08/07/2023;Australia;51;Female;Smartphone;9 Months
1980;Basic;15;17/09/2022;09/07/2023;Germany;42;Female;Laptop;10 Months
1981;Premium;13;16/09/2022;08/07/2023;France;37;Female;Smartphone;10 Months
1982;Basic;14;15/09/2022;09/07/2023;Brazil;44;Female;Smartphone;10 Months
1983;Standard;11;14/09/2022;08/07/2023;Mexico;37;Male;Tablet;10 Months
1984;Standard;11;15/09/2022;09/07/2023;Spain;44;Male;Smartphone;10 Months
1985;Basic;11;06/09/2022;09/07/2023;Italy;40;Male;Tablet;10 Months
1986;Premium;15;28/08/2022;09/07/2023;Spain;27;Male;Smart TV;11 Months
1987;Basic;12;07/08/2022;08/07/2023;Spain;31;Male;Smart TV;11 Months
1988;Standard;15;07/08/2022;10/07/2023;United States;39;Female;Smartphone;11 Months
1989;Premium;12;06/08/2022;09/07/2023;Canada;47;Female;Tablet;11 Months
1990;Basic;15;30/07/2022;09/07/2023;United States;30;Male;Smart TV;11 Months
1991;Premium;12;30/07/2022;08/07/2023;United States;35;Male;Laptop;11 Months
1992;Basic;14;30/07/2022;10/07/2023;Canada;39;Male;Smartphone;12 Months
1993;Standard;15;19/07/2022;08/07/2023;United Kingdom;29;Female;Tablet;12 Months
1994;Standard;11;17/07/2022;10/07/2023;Australia;28;Male;Laptop;12 Months
1995;Basic;11;12/07/2022;08/07/2023;Germany;39;Male;Tablet;12 Months
1996;Premium;10;11/07/2022;10/07/2023;France;34;Male;Smart TV;12 Months
1997;Basic;14;10/07/2022;08/07/2023;Brazil;47;Male;Smart TV;12 Months
1998;Standard;14;10/07/2022;11/07/2023;Mexico;47;Female;Smart TV;12 Months
1999;Premium;13;08/07/2022;08/07/2023;Spain;46;Male;Smart TV;12 Months
2000;Basic;12;09/07/2022;09/07/2023;Italy;31;Male;Smart TV;12 Months
2001;Premium;10;09/07/2022;08/07/2023;Spain;41;Female;Smart TV;12 Months
2002;Basic;10;09/07/2022;11/07/2023;Spain;30;Female;Smartphone;12 Months
2003;Standard;11;10/07/2022;08/07/2023;United States;41;Male;Tablet;12 Months
2004;Standard;12;12/07/2022;08/07/2023;Canada;48;Female;Laptop;12 Months
2005;Basic;10;13/07/2022;09/07/2023;United States;35;Female;Laptop;12 Months
2006;Premium;13;16/07/2022;10/07/2023;United States;41;Female;Laptop;12 Months
2007;Basic;10;17/07/2022;07/07/2023;Canada;39;Female;Smart TV;12 Months
2008;Standard;10;26/07/2022;09/07/2023;United Kingdom;45;Male;Laptop;12 Months
2009;Premium;10;31/07/2022;09/07/2023;Australia;41;Male;Laptop;11 Months
2010;Basic;13;03/08/2022;10/07/2023;Germany;28;Male;Laptop;11 Months
2011;Premium;10;15/08/2022;07/07/2023;France;28;Female;Tablet;11 Months
2012;Basic;15;18/08/2022;10/07/2023;Brazil;48;Male;Smart TV;11 Months
2013;Standard;10;27/08/2022;08/07/2023;Mexico;40;Female;Smart TV;11 Months
2014;Standard;12;29/08/2022;10/07/2023;Spain;39;Male;Smart TV;11 Months
2015;Basic;12;05/09/2022;07/07/2023;Italy;27;Male;Smartphone;10 Months
2016;Premium;10;06/09/2022;11/07/2023;Spain;32;Female;Smart TV;10 Months
2017;Basic;10;14/09/2022;08/07/2023;Spain;38;Male;Laptop;10 Months
2018;Standard;10;16/09/2022;09/07/2023;United States;41;Female;Laptop;10 Months
2019;Premium;10;18/09/2022;10/07/2023;Canada;32;Female;Laptop;10 Months
2020;Basic;12;23/09/2022;11/07/2023;United States;37;Male;Tablet;10 Months
2021;Basic;12;25/09/2022;08/07/2023;United States;50;Female;Laptop;10 Months
2022;Basic;10;06/10/2022;09/07/2023;Canada;48;Female;Laptop;9 Months
2023;Standard;11;09/10/2022;10/07/2023;United Kingdom;37;Male;Tablet;9 Months
2024;Premium;13;11/10/2022;11/07/2023;Australia;46;Female;Laptop;9 Months
2025;Basic;13;12/10/2022;08/07/2023;Germany;46;Male;Laptop;9 Months
2026;Basic;15;13/10/2022;09/07/2023;France;39;Male;Smart TV;9 Months
2027;Premium;13;17/10/2022;10/07/2023;Brazil;42;Female;Smart TV;9 Months
2028;Standard;11;19/10/2022;10/07/2023;Mexico;41;Female;Smartphone;9 Months
2029;Standard;10;21/10/2022;07/07/2023;Spain;28;Male;Smart TV;9 Months
2030;Basic;14;23/10/2022;09/07/2023;Italy;43;Male;Tablet;9 Months
2031;Premium;14;25/10/2022;10/07/2023;Spain;45;Female;Smart TV;9 Months
2032;Standard;10;27/10/2022;09/07/2023;Spain;45;Male;Smart TV;9 Months
2033;Basic;13;31/10/2022;07/07/2023;United States;48;Male;Smartphone;8 Months
2034;Standard;12;02/11/2022;09/07/2023;Canada;30;Male;Laptop;8 Months
2035;Premium;11;04/11/2022;10/07/2023;United States;51;Female;Smart TV;8 Months
2036;Basic;12;05/11/2022;09/07/2023;United States;48;Female;Smartphone;8 Months
2037;Premium;13;06/11/2022;07/07/2023;Canada;41;Female;Smart TV;8 Months
2038;Standard;11;07/11/2022;10/07/2023;United Kingdom;37;Female;Smartphone;8 Months
2039;Basic;11;08/11/2022;09/07/2023;Australia;43;Male;Laptop;8 Months
2040;Standard;15;08/11/2022;08/07/2023;Germany;51;Male;Laptop;8 Months
2041;Premium;10;09/11/2022;07/07/2023;France;34;Female;Smartphone;8 Months
2042;Basic;10;09/11/2022;10/07/2023;Brazil;35;Female;Smartphone;8 Months
2043;Standard;12;05/11/2022;09/07/2023;Mexico;45;Female;Smart TV;8 Months
2044;Premium;12;05/11/2022;10/07/2023;Spain;31;Male;Smart TV;8 Months
2045;Basic;15;02/11/2022;08/07/2023;Italy;50;Female;Laptop;8 Months
2046;Premium;12;30/10/2022;09/07/2023;Spain;41;Male;Smartphone;8 Months
2047;Basic;11;30/10/2022;09/07/2023;Spain;42;Female;Laptop;8 Months
2048;Standard;11;24/10/2022;09/07/2023;United States;41;Male;Tablet;9 Months
2049;Standard;14;08/10/2022;08/07/2023;Canada;34;Male;Tablet;9 Months
2050;Basic;13;04/10/2022;09/07/2023;United States;35;Female;Smartphone;9 Months
2051;Premium;10;28/09/2022;09/07/2023;United States;48;Male;Smartphone;9 Months
2052;Basic;11;22/09/2022;09/07/2023;Canada;39;Female;Smart TV;10 Months
2053;Standard;14;19/09/2022;09/07/2023;United Kingdom;37;Female;Laptop;10 Months
2054;Premium;10;13/09/2022;09/07/2023;Australia;31;Male;Tablet;10 Months
2055;Basic;14;05/09/2022;09/07/2023;Germany;29;Female;Laptop;10 Months
2056;Premium;10;20/08/2022;09/07/2023;France;36;Male;Tablet;11 Months
2057;Basic;10;10/08/2022;08/07/2023;Brazil;32;Male;Smartphone;11 Months
2058;Standard;10;10/08/2022;11/07/2023;Mexico;31;Female;Smartphone;11 Months
2059;Standard;14;06/08/2022;09/07/2023;Spain;31;Male;Laptop;11 Months
2060;Basic;12;03/08/2022;10/07/2023;Italy;29;Male;Smart TV;11 Months
2061;Premium;10;01/08/2022;09/07/2023;Spain;48;Male;Smart TV;11 Months
2062;Basic;14;28/07/2022;10/07/2023;Spain;46;Male;Tablet;12 Months
2063;Standard;15;22/07/2022;09/07/2023;United States;35;Female;Smartphone;12 Months
2064;Premium;11;22/07/2022;11/07/2023;Canada;37;Female;Tablet;12 Months
2065;Basic;12;20/07/2022;09/07/2023;United States;45;Female;Tablet;12 Months
2066;Premium;15;12/07/2022;10/07/2023;United States;48;Female;Laptop;12 Months
2067;Basic;10;12/07/2022;09/07/2023;Canada;44;Female;Laptop;12 Months
2068;Standard;14;10/07/2022;11/07/2023;United Kingdom;47;Female;Laptop;12 Months
2069;Standard;12;11/07/2022;08/07/2023;Australia;35;Male;Smart TV;12 Months
2070;Basic;10;11/07/2022;09/07/2023;Germany;35;Female;Smartphone;12 Months
2071;Premium;11;09/07/2022;08/07/2023;France;35;Male;Smartphone;12 Months
2072;Basic;15;10/07/2022;11/07/2023;Brazil;49;Female;Laptop;12 Months
2073;Standard;11;12/07/2022;08/07/2023;Mexico;50;Female;Tablet;12 Months
2074;Premium;14;13/07/2022;09/07/2023;Spain;44;Male;Smartphone;12 Months
2075;Basic;14;15/07/2022;09/07/2023;Italy;47;Female;Tablet;12 Months
2076;Premium;15;16/07/2022;11/07/2023;Spain;46;Female;Laptop;12 Months
2077;Basic;11;19/07/2022;08/07/2023;Spain;39;Female;Laptop;12 Months
2078;Standard;15;23/07/2022;10/07/2023;United States;34;Male;Laptop;12 Months
2079;Standard;10;28/07/2022;09/07/2023;Canada;31;Female;Smart TV;12 Months
2080;Basic;10;14/08/2022;11/07/2023;United States;46;Female;Laptop;11 Months
2081;Premium;15;18/08/2022;08/07/2023;United States;30;Male;Smart TV;11 Months
2082;Basic;12;23/08/2022;12/07/2023;Canada;29;Male;Tablet;11 Months
2083;Standard;12;27/08/2022;09/07/2023;United Kingdom;42;Male;Tablet;11 Months
2084;Premium;13;01/09/2022;10/07/2023;Australia;27;Female;Smartphone;10 Months
2085;Basic;15;02/09/2022;09/07/2023;Germany;33;Male;Laptop;10 Months
2086;Premium;13;04/09/2022;12/07/2023;France;45;Female;Smart TV;10 Months
2087;Basic;13;11/09/2022;09/07/2023;Brazil;50;Male;Tablet;10 Months
2088;Standard;10;16/09/2022;09/07/2023;Mexico;42;Female;Tablet;10 Months
2089;Standard;10;19/09/2022;11/07/2023;Spain;29;Male;Tablet;10 Months
2090;Basic;12;20/09/2022;12/07/2023;Italy;31;Female;Tablet;10 Months
2091;Premium;13;05/10/2022;09/07/2023;Spain;42;Female;Smartphone;9 Months
2092;Basic;10;07/10/2022;09/07/2023;Spain;44;Female;Laptop;9 Months
2093;Standard;10;10/10/2022;11/07/2023;United States;34;Male;Smart TV;9 Months
2094;Premium;13;12/10/2022;11/07/2023;Canada;40;Female;Smart TV;9 Months
2095;Basic;10;13/10/2022;08/07/2023;United States;38;Male;Smart TV;9 Months
2096;Basic;15;15/10/2022;09/07/2023;United States;42;Female;Tablet;9 Months
2097;Basic;10;17/10/2022;11/07/2023;Canada;47;Male;Tablet;9 Months
2098;Standard;15;18/10/2022;10/07/2023;United Kingdom;29;Female;Tablet;9 Months
2099;Premium;11;20/10/2022;08/07/2023;Australia;29;Male;Laptop;9 Months
2100;Basic;14;22/10/2022;10/07/2023;Germany;44;Female;Smart TV;9 Months
2101;Basic;12;25/10/2022;11/07/2023;France;31;Male;Tablet;9 Months
2102;Premium;14;27/10/2022;09/07/2023;Brazil;48;Female;Smartphone;9 Months
2103;Standard;14;01/11/2022;07/07/2023;Mexico;32;Female;Laptop;8 Months
2104;Standard;13;02/11/2022;11/07/2023;Spain;28;Female;Tablet;8 Months
2105;Basic;11;04/11/2022;10/07/2023;Italy;36;Female;Smartphone;8 Months
2106;Premium;10;06/11/2022;09/07/2023;Spain;28;Female;Smartphone;8 Months
2107;Standard;14;07/11/2022;07/07/2023;Spain;32;Female;Smart TV;8 Months
2108;Basic;15;08/11/2022;10/07/2023;United States;50;Female;Smartphone;8 Months
2109;Standard;12;09/11/2022;10/07/2023;Canada;44;Male;Tablet;8 Months
2110;Premium;14;10/11/2022;10/07/2023;United States;44;Female;Smartphone;8 Months
2111;Basic;14;09/11/2022;09/07/2023;United States;47;Male;Laptop;8 Months
2112;Premium;15;09/11/2022;10/07/2023;Canada;39;Female;Smart TV;8 Months
2113;Standard;11;07/11/2022;10/07/2023;United Kingdom;44;Female;Tablet;8 Months
2114;Basic;12;03/11/2022;10/07/2023;Australia;46;Female;Tablet;8 Months
2115;Standard;10;04/11/2022;08/07/2023;Germany;31;Female;Laptop;8 Months
2116;Premium;12;01/11/2022;10/07/2023;France;33;Female;Tablet;8 Months
2117;Basic;13;27/10/2022;09/07/2023;Brazil;27;Male;Laptop;9 Months
2118;Standard;10;23/10/2022;10/07/2023;Mexico;34;Male;Smart TV;9 Months
2119;Premium;14;14/10/2022;09/07/2023;Spain;48;Male;Laptop;9 Months
2120;Basic;14;28/09/2022;10/07/2023;Italy;39;Female;Smart TV;10 Months
2121;Premium;14;25/09/2022;09/07/2023;Spain;39;Male;Laptop;10 Months
2122;Basic;11;23/09/2022;10/07/2023;Spain;48;Female;Smart TV;10 Months
2123;Standard;12;23/09/2022;09/07/2023;United States;37;Female;Tablet;10 Months
2124;Standard;14;14/09/2022;11/07/2023;Canada;40;Male;Laptop;10 Months
2125;Basic;14;05/09/2022;09/07/2023;United States;41;Female;Smartphone;10 Months
2126;Premium;12;13/08/2022;09/07/2023;United States;35;Female;Smartphone;11 Months
2127;Basic;15;12/08/2022;09/07/2023;Canada;46;Male;Smartphone;11 Months
2128;Standard;10;10/08/2022;11/07/2023;United Kingdom;28;Female;Tablet;11 Months
2129;Premium;14;05/08/2022;09/07/2023;Australia;29;Female;Laptop;11 Months
2130;Basic;10;04/08/2022;12/07/2023;Germany;46;Female;Tablet;11 Months
2131;Premium;11;28/07/2022;09/07/2023;France;35;Male;Laptop;12 Months
2132;Basic;12;24/07/2022;11/07/2023;Brazil;27;Male;Smart TV;12 Months
2133;Standard;11;22/07/2022;09/07/2023;Mexico;38;Male;Laptop;12 Months
2134;Standard;13;22/07/2022;12/07/2023;Spain;43;Male;Smart TV;12 Months
2135;Basic;15;19/07/2022;09/07/2023;Italy;31;Female;Smartphone;12 Months
2136;Premium;13;17/07/2022;10/07/2023;Spain;29;Female;Tablet;12 Months
2137;Basic;10;16/07/2022;09/07/2023;Spain;34;Female;Tablet;12 Months
2138;Standard;11;12/07/2022;12/07/2023;United States;39;Male;Smartphone;12 Months
2139;Premium;14;12/07/2022;08/07/2023;Canada;34;Female;Smartphone;12 Months
2140;Basic;14;13/07/2022;10/07/2023;United States;51;Male;Tablet;12 Months
2141;Premium;14;13/07/2022;09/07/2023;United States;47;Female;Tablet;12 Months
2142;Basic;12;13/07/2022;11/07/2023;Canada;46;Male;Smartphone;12 Months
2143;Standard;12;14/07/2022;08/07/2023;United Kingdom;46;Female;Smartphone;12 Months
2144;Standard;14;15/07/2022;10/07/2023;Australia;47;Female;Smartphone;12 Months
2145;Basic;14;16/07/2022;09/07/2023;Germany;40;Female;Smart TV;12 Months
2146;Premium;12;18/07/2022;11/07/2023;France;41;Female;Tablet;12 Months
2147;Basic;12;23/07/2022;09/07/2023;Brazil;30;Female;Smartphone;12 Months
2148;Standard;12;25/07/2022;11/07/2023;Mexico;31;Female;Tablet;12 Months
2149;Premium;14;30/07/2022;09/07/2023;Spain;42;Male;Smart TV;11 Months
2150;Basic;12;06/08/2022;11/07/2023;Italy;46;Female;Tablet;11 Months
2151;Premium;13;14/08/2022;08/07/2023;Spain;34;Female;Smart TV;11 Months
2152;Basic;14;23/08/2022;12/07/2023;Spain;42;Male;Laptop;11 Months
2153;Standard;13;27/08/2022;09/07/2023;United States;45;Male;Tablet;11 Months
2154;Standard;12;29/08/2022;10/07/2023;Canada;30;Male;Smart TV;11 Months
2155;Basic;12;01/09/2022;09/07/2023;United States;44;Male;Smartphone;10 Months
2156;Premium;10;07/09/2022;13/07/2023;United States;37;Male;Smart TV;10 Months
2157;Basic;10;13/09/2022;10/07/2023;Canada;43;Male;Smart TV;10 Months
2158;Standard;12;14/09/2022;10/07/2023;United Kingdom;46;Male;Smartphone;10 Months
2159;Premium;11;17/09/2022;12/07/2023;Australia;40;Female;Tablet;10 Months
2160;Basic;11;23/09/2022;12/07/2023;Germany;45;Female;Smartphone;10 Months
2161;Premium;10;27/09/2022;09/07/2023;France;48;Female;Smartphone;10 Months
2162;Basic;10;03/10/2022;10/07/2023;Brazil;43;Female;Tablet;9 Months
2163;Standard;13;10/10/2022;11/07/2023;Mexico;48;Male;Smart TV;9 Months
2164;Standard;10;12/10/2022;11/07/2023;Spain;32;Female;Smartphone;9 Months
2165;Basic;12;14/10/2022;08/07/2023;Italy;38;Male;Laptop;9 Months
2166;Premium;13;16/10/2022;10/07/2023;Spain;50;Male;Smartphone;9 Months
2167;Basic;11;18/10/2022;11/07/2023;Spain;33;Female;Laptop;9 Months
2168;Standard;14;20/10/2022;10/07/2023;United States;27;Male;Smart TV;9 Months
2169;Premium;12;22/10/2022;08/07/2023;Canada;47;Male;Tablet;9 Months
2170;Basic;12;25/10/2022;10/07/2023;United States;35;Female;Smart TV;9 Months
2171;Basic;12;26/10/2022;11/07/2023;United States;41;Male;Tablet;9 Months
2172;Basic;14;29/10/2022;10/07/2023;Canada;39;Female;Smart TV;8 Months
2173;Standard;13;31/10/2022;07/07/2023;United Kingdom;46;Female;Smartphone;8 Months
2174;Premium;14;04/11/2022;11/07/2023;Australia;33;Female;Smartphone;8 Months
2175;Basic;11;06/11/2022;10/07/2023;Germany;30;Male;Laptop;8 Months
2176;Basic;13;07/11/2022;10/07/2023;France;46;Male;Tablet;8 Months
2177;Premium;15;08/11/2022;09/07/2023;Brazil;42;Female;Tablet;8 Months
2178;Standard;11;09/11/2022;11/07/2023;Mexico;28;Female;Tablet;8 Months
2179;Standard;10;10/11/2022;10/07/2023;Spain;40;Male;Smart TV;8 Months
2180;Basic;14;10/11/2022;10/07/2023;Italy;31;Female;Smart TV;8 Months
2181;Premium;13;10/11/2022;09/07/2023;Spain;27;Male;Laptop;8 Months
2182;Standard;14;09/11/2022;10/07/2023;Spain;45;Female;Tablet;8 Months
2183;Basic;10;09/11/2022;10/07/2023;United States;49;Female;Smart TV;8 Months
2184;Standard;12;06/11/2022;11/07/2023;Canada;28;Male;Tablet;8 Months
2185;Premium;14;03/11/2022;08/07/2023;United States;33;Male;Smart TV;8 Months
2186;Basic;15;27/10/2022;11/07/2023;United States;38;Male;Smart TV;9 Months
2187;Premium;15;28/10/2022;10/07/2023;Canada;44;Male;Tablet;9 Months
2188;Standard;15;18/10/2022;10/07/2023;United Kingdom;34;Female;Laptop;9 Months
2189;Basic;15;04/10/2022;09/07/2023;Australia;35;Male;Laptop;9 Months
2190;Standard;10;29/09/2022;10/07/2023;Germany;47;Male;Tablet;9 Months
2191;Premium;12;29/09/2022;10/07/2023;France;30;Male;Smartphone;9 Months
2192;Basic;12;23/09/2022;10/07/2023;Brazil;50;Female;Smart TV;10 Months
2193;Standard;12;17/09/2022;09/07/2023;Mexico;32;Male;Laptop;10 Months
2194;Premium;14;12/09/2022;12/07/2023;Spain;36;Female;Smart TV;10 Months
2195;Basic;14;16/08/2022;10/07/2023;Italy;40;Female;Smart TV;11 Months
2196;Premium;15;16/08/2022;09/07/2023;Spain;39;Male;Smartphone;11 Months
2197;Basic;11;13/08/2022;10/07/2023;Spain;28;Male;Smartphone;11 Months
2198;Standard;12;12/08/2022;11/07/2023;United States;29;Female;Smart TV;11 Months
2199;Standard;14;13/08/2022;09/07/2023;Canada;49;Male;Tablet;11 Months
2200;Basic;14;30/07/2022;12/07/2023;United States;40;Male;Laptop;12 Months
2201;Premium;12;25/07/2022;10/07/2023;United States;29;Male;Laptop;12 Months
2202;Basic;14;25/07/2022;11/07/2023;Canada;35;Female;Tablet;12 Months
